muestra: ""L.grayi cantidad: 1
muestra: ""L.innocua cantidad: 1
muestra: ""L.ivanovii cantidad: 1
muestra: A.acidoterrestris cantidad: 2
muestra: A.actinomycetemcomitans cantidad: 9
muestra: A.alternata cantidad: 31
muestra: A.awamori cantidad: 12
muestra: A.bacillus cantidad: 2
muestra: A.baumanii cantidad: 14
muestra: A.baumannii cantidad: 676
muestra: A.brasiliensis cantidad: 1
muestra: A.brassicae cantidad: 1
muestra: A.brassicicola cantidad: 27
muestra: A.brassicola cantidad: 2
muestra: A.calcoaceticus cantidad: 57
muestra: A.carrageenovora cantidad: 2
muestra: A.caviae cantidad: 13
muestra: A.cinerea cantidad: 6
muestra: A.dauci cantidad: 2
muestra: A.faecalis cantidad: 15
muestra: A.favus cantidad: 1
muestra: A.fla cantidad: 1
muestra: A.flavus cantidad: 87
muestra: A.fumigates cantidad: 1
muestra: A.fumigatus cantidad: 120
muestra: A.giganteus cantidad: 2
muestra: A.globiformis cantidad: 33
muestra: A.green cantidad: 4
muestra: A.helianthi cantidad: 4
muestra: A.hydrohila cantidad: 2
muestra: A.hydrophila cantidad: 88
muestra: A.israelii cantidad: 4
muestra: A.johnsonii cantidad: 15
muestra: A.junii cantidad: 19
muestra: A.laidlawii cantidad: 14
muestra: A.longipes cantidad: 2
muestra: A.lwoffi cantidad: 1
muestra: A.lwoffii cantidad: 1
muestra: A.molecular cantidad: 1
muestra: A.myeloid cantidad: 5
muestra: A.naeslundii cantidad: 12
muestra: A.nidulans cantidad: 20
muestra: A.niger cantidad: 100
muestra: A.ochraceus cantidad: 1
muestra: A.oryzae cantidad: 4
muestra: A.parasiticus cantidad: 14
muestra: A.pisi cantidad: 9
muestra: A.pullulans cantidad: 4
muestra: A.punctata cantidad: 2
muestra: A.rabiei cantidad: 4
muestra: A.radiobacter cantidad: 8
muestra: A.rhizogenes cantidad: 8
muestra: A.salmonicida cantidad: 113
muestra: A.simii cantidad: 18
muestra: A.sobria cantidad: 18
muestra: A.solani cantidad: 1
muestra: A.sp cantidad: 38
muestra: A.sp. cantidad: 38
muestra: A.terreus cantidad: 5
muestra: A.tumefaciens cantidad: 24
muestra: A.tumerfaciens cantidad: 2
muestra: A.umigates cantidad: 1
muestra: A.ustus cantidad: 4
muestra: A.veronii cantidad: 7
muestra: A.versicolor cantidad: 3
muestra: A.vinelandii cantidad: 1
muestra: A.viridans cantidad: 44
muestra: A.viscosus cantidad: 6
muestra: A.wieringae cantidad: 2
muestra: A.xylosoxidans cantidad: 9
muestra: B.abortus cantidad: 12
muestra: B.alvei cantidad: 2
muestra: B.amyloliquefaciens cantidad: 2
muestra: B.anthracis cantidad: 95
muestra: B.bassiana cantidad: 5
muestra: B.brevis cantidad: 1
muestra: B.bronchiseptica cantidad: 22
muestra: B.cenocepacia cantidad: 5
muestra: B.cepacia cantidad: 29
muestra: B.cereus cantidad: 488
muestra: B.cinerea cantidad: 151
muestra: B.circulans cantidad: 17
muestra: B.coagulans cantidad: 26
muestra: B.dendrobatidis cantidad: 44
muestra: B.dysenteriae cantidad: 99
muestra: B.dysenterium cantidad: 5
muestra: B.elliptica cantidad: 1
muestra: B.epiphytus cantidad: 2
muestra: B.equi cantidad: 2
muestra: B.flexus cantidad: 1
muestra: B.fragilis cantidad: 11
muestra: B.globigii cantidad: 2
muestra: B.licheniformis cantidad: 59
muestra: B.longum cantidad: 3
muestra: B.magaterium cantidad: 7
muestra: B.maydis cantidad: 2
muestra: B.megaterium cantidad: 400
muestra: B.megateriun cantidad: 2
muestra: B.megateriurm cantidad: 1
muestra: B.megatherium cantidad: 15
muestra: B.mycoides cantidad: 1
muestra: B.negaterium cantidad: 5
muestra: B.pertussis cantidad: 1
muestra: B.petunia cantidad: 2
muestra: B.proteus cantidad: 1
muestra: B.pumilu cantidad: 3
muestra: B.pumilus cantidad: 50
muestra: B.pyocyaneus cantidad: 286
muestra: B.s cantidad: 1
muestra: B.simplex cantidad: 7
muestra: B.sorokiniana cantidad: 11
muestra: B.sp cantidad: 3
muestra: B.sp. cantidad: 6
muestra: B.sphaericus cantidad: 4
muestra: B.spp cantidad: 3
muestra: B.stabilis cantidad: 1
muestra: B.stationis cantidad: 18
muestra: B.stearothermophilus cantidad: 3
muestra: B.subtilis cantidad: 2398
muestra: B.subtillis cantidad: 3
muestra: B.suis cantidad: 3
muestra: B.thailandensis cantidad: 41
muestra: B.thuringensis cantidad: 2
muestra: B.thuringiensis cantidad: 54
muestra: B.ﬂexus cantidad: 1
muestra: C.acutatum cantidad: 4
muestra: C.albican cantidad: 1
muestra: C.albicans cantidad: 2860
muestra: C.aquatilis cantidad: 4
muestra: C.beticola cantidad: 1
muestra: C.bifermentans cantidad: 2
muestra: C.botulinum cantidad: 3
muestra: C.bouis cantidad: 1
muestra: C.bovis cantidad: 2
muestra: C.columnare cantidad: 1
muestra: C.comatus cantidad: 1
muestra: C.difficile cantidad: 10
muestra: C.diphtheriae cantidad: 16
muestra: C.divergens cantidad: 6
muestra: C.drobachiensis cantidad: 2
muestra: C.dubliniensis cantidad: 2
muestra: C.elegans cantidad: 3
muestra: C.fagacearum cantidad: 2
muestra: C.falcatum cantidad: 1
muestra: C.flaccumfaciens cantidad: 8
muestra: C.freundii cantidad: 20
muestra: C.fructus cantidad: 3
muestra: C.fulvum cantidad: 1
muestra: C.funditum cantidad: 3
muestra: C.gallinarum cantidad: 2
muestra: C.gastricus cantidad: 4
muestra: C.gattii cantidad: 6
muestra: C.geniculata cantidad: 1
muestra: C.glabrata cantidad: 150
muestra: C.gloeosporioides cantidad: 7
muestra: C.glutamicum cantidad: 67
muestra: C.grabrata cantidad: 1
muestra: C.graminicola cantidad: 21
muestra: C.guillermondii cantidad: 3
muestra: C.guilliermondii cantidad: 15
muestra: C.herbarum cantidad: 30
muestra: C.inconspicua cantidad: 4
muestra: C.insidiosum cantidad: 6
muestra: C.jeikeium cantidad: 12
muestra: C.jejune cantidad: 2
muestra: C.jejuni cantidad: 46
muestra: C.kefyr cantidad: 12
muestra: C.koseri cantidad: 5
muestra: C.krusei cantidad: 73
muestra: C.lagenarium cantidad: 3
muestra: C.laurentii cantidad: 3
muestra: C.lindemuthianum cantidad: 3
muestra: C.lipolytica cantidad: 2
muestra: C.lusitania cantidad: 1
muestra: C.lusitaniae cantidad: 6
muestra: C.lymphocytic cantidad: 1
muestra: C.maltaromaticum cantidad: 6
muestra: C.meningosepticum cantidad: 1
muestra: C.michiaganesis cantidad: 1
muestra: C.michiganense cantidad: 2
muestra: C.michiganensis cantidad: 100
muestra: C.mobile cantidad: 8
muestra: C.muytjensii cantidad: 35
muestra: C.neoformans cantidad: 248
muestra: C.nicotianae cantidad: 3
muestra: C.orbiculare cantidad: 6
muestra: C.paradoxa cantidad: 4
muestra: C.parapsilosis cantidad: 183
muestra: C.perfringens cantidad: 25
muestra: C.perfringensâ cantidad: 1
muestra: C.piscicola cantidad: 4
muestra: C.pseudotropicalis cantidad: 3
muestra: C.pseudotuberculosis cantidad: 16
muestra: C.renale cantidad: 3
muestra: C.sakazakii cantidad: 140
muestra: C.septicum cantidad: 4
muestra: C.sp cantidad: 9
muestra: C.sphaerospermum cantidad: 5
muestra: C.sporogenes cantidad: 5
muestra: C.spp cantidad: 18
muestra: C.striatum cantidad: 1
muestra: C.tertium cantidad: 4
muestra: C.tropicalis cantidad: 155
muestra: C.tyrobutyricum cantidad: 6
muestra: C.utilis cantidad: 1
muestra: C.wickerhamii cantidad: 2
muestra: C.xerosis cantidad: 75
muestra: C.zeylanoides cantidad: 2
muestra: D.brizae cantidad: 15
muestra: D.coniospora cantidad: 1
muestra: D.maydis cantidad: 3
muestra: D.pneumoniae cantidad: 1
muestra: D.ribution cantidad: 1
muestra: E.aerogenes cantidad: 89
muestra: E.amnigenus cantidad: 2
muestra: E.amylovora cantidad: 151
muestra: E.asbriae cantidad: 1
muestra: E.asburiae cantidad: 2
muestra: E.avicum cantidad: 1
muestra: E.avium cantidad: 1
muestra: E.carolovora cantidad: 1
muestra: E.carotovora cantidad: 42
muestra: E.casseliflavus cantidad: 3
muestra: E.cloacae cantidad: 360
muestra: E.col cantidad: 1
muestra: E.coli cantidad: 9150
muestra: E.contortum cantidad: 2
muestra: E.durans cantidad: 5
muestra: E.faecalis cantidad: 1012
muestra: E.faecium cantidad: 307
muestra: E.fecalis cantidad: 6
muestra: E.feces cantidad: 1
muestra: E.gallinarum cantidad: 8
muestra: E.helveticus cantidad: 8
muestra: E.herbicola cantidad: 3
muestra: E.hirae cantidad: 14
muestra: E.ictaluri cantidad: 7
muestra: E.jaecalis cantidad: 1
muestra: E.mundtii cantidad: 2
muestra: E.ocli cantidad: 9
muestra: E.plantarum cantidad: 1
muestra: E.sakazakii cantidad: 2
muestra: E.salicis cantidad: 10
muestra: E.spp cantidad: 4
muestra: E.spp. cantidad: 3
muestra: E.spp.i-11305b cantidad: 1
muestra: E.tarda cantidad: 22
muestra: F.aquaeductuum cantidad: 1
muestra: F.avenaceum cantidad: 4
muestra: F.breve cantidad: 2
muestra: F.bulbigenum cantidad: 1
muestra: F.culmorum cantidad: 67
muestra: F.equiseti cantidad: 1
muestra: F.graminearum cantidad: 53
muestra: F.lactis cantidad: 1
muestra: F.moniliforme cantidad: 7
muestra: F.neoformans cantidad: 1
muestra: F.nucleatum cantidad: 25
muestra: F.oxisporum cantidad: 2
muestra: F.oxyporum cantidad: 2
muestra: F.oxysporum cantidad: 223
muestra: F.poae cantidad: 1
muestra: F.proliferatum cantidad: 1
muestra: F.psychrophilum cantidad: 3
muestra: F.solani cantidad: 45
muestra: F.sp cantidad: 4
muestra: F.sporotrichioides cantidad: 1
muestra: F.varium cantidad: 4
muestra: F.verticillioides cantidad: 5
muestra: G.candidum cantidad: 22
muestra: G.graminis cantidad: 2
muestra: G.saubinetii cantidad: 1
muestra: G.stearothermophilus cantidad: 3
muestra: G.vaginalis cantidad: 2
muestra: H.acute cantidad: 23
muestra: H.annosum cantidad: 1
muestra: H.bladder cantidad: 8
muestra: H.breast cantidad: 163
muestra: H.cervical cantidad: 161
muestra: H.colon cantidad: 104
muestra: H.ducreyi cantidad: 1
muestra: H.epidermoid cantidad: 8
muestra: H.erythroleukemia cantidad: 19
muestra: H.fibrosarcoma cantidad: 1
muestra: H.gastric cantidad: 40
muestra: H.glioblastoma cantidad: 30
muestra: H.hepatocarcinoma cantidad: 14
muestra: H.hepatocellular cantidad: 81
muestra: H.histiocytic cantidad: 77
muestra: H.influenzae cantidad: 18
muestra: H.inﬂuenzae cantidad: 1
muestra: H.kidney cantidad: 6
muestra: H.leukaemia cantidad: 5
muestra: H.liver cantidad: 6
muestra: H.lung cantidad: 170
muestra: H.lymphoblastic cantidad: 40
muestra: H.melanoma cantidad: 15
muestra: H.myelogenous cantidad: 27
muestra: H.nasopharyngeal cantidad: 1
muestra: H.neuroblastoma cantidad: 1
muestra: H.ovarian cantidad: 13
muestra: H.pancreatic cantidad: 22
muestra: H.parasuis cantidad: 4
muestra: H.promyelocytic cantidad: 16
muestra: H.prostate cantidad: 49
muestra: H.pulchellus cantidad: 1
muestra: H.pylori cantidad: 13
muestra: H.renal cantidad: 9
muestra: H.rhabdomyosarcoma cantidad: 9
muestra: H.sativum cantidad: 2
muestra: H.simplex cantidad: 10
muestra: H.skin cantidad: 15
muestra: H.somni cantidad: 1
muestra: H.spp cantidad: 1
muestra: H.squamous cantidad: 21
muestra: I.molecular cantidad: 1
muestra: J.cancer cantidad: 14
muestra: J.cells cantidad: 30
muestra: K.aerogenes cantidad: 3
muestra: K.cryocrescens cantidad: 1
muestra: K.oxytoca cantidad: 50
muestra: K.ozaenae cantidad: 1
muestra: K.pneumonia cantidad: 98
muestra: K.pneumoniae cantidad: 1060
muestra: K.rhizophila cantidad: 13
muestra: K.sp cantidad: 4
muestra: K.terrigena cantidad: 1
muestra: L.acidophilus cantidad: 22
muestra: L.algicola cantidad: 2
muestra: L.alimentarius cantidad: 3
muestra: L.amazonensis cantidad: 1
muestra: L.anguillarum cantidad: 12
muestra: L.bozemanii cantidad: 2
muestra: L.braziliensis cantidad: 6
muestra: L.brevis cantidad: 4
muestra: L.bulgaricus cantidad: 2
muestra: L.casei cantidad: 26
muestra: L.corenyformis cantidad: 1
muestra: L.corymbifera cantidad: 1
muestra: L.coryneformis cantidad: 2
muestra: L.coryniformis cantidad: 7
muestra: L.curvatus cantidad: 3
muestra: L.denitrificans cantidad: 2
muestra: L.donovani cantidad: 3
muestra: L.dumofii cantidad: 2
muestra: L.feeleii cantidad: 2
muestra: L.fermenti cantidad: 1
muestra: L.fermentum cantidad: 8
muestra: L.fleischmannii cantidad: 21
muestra: L.garviae cantidad: 1
muestra: L.garvieae cantidad: 45
muestra: L.grayi cantidad: 26
muestra: L.infantum cantidad: 22
muestra: L.innocua cantidad: 186
muestra: L.ivanovii cantidad: 32
muestra: L.kimchii cantidad: 3
muestra: L.lactis cantidad: 179
muestra: L.longbeachae cantidad: 2
muestra: L.maculans cantidad: 13
muestra: L.major cantidad: 18
muestra: L.mesenteroides cantidad: 19
muestra: L.mexicana cantidad: 4
muestra: L.micdadei cantidad: 2
muestra: L.moncyrogenes cantidad: 1
muestra: L.monocytogene cantidad: 2
muestra: L.monocytogenes cantidad: 405
muestra: L.monocytogenes.gram-negative cantidad: 1
muestra: L.mucor cantidad: 1
